carat,cut,color,clarity,depth,table,price,x,y,z,carat_encoded,cut_encoded,color_encoded,clarity_encoded,price_transformed
0.71,Premium,F,VS1,61.8,59.0,2790,5.73,5.69,3.53,3,4,5,5,6.152328069550411
0.87,Very Good,I,SI1,63.6,55.8,2791,6.07,6.1,3.87,3,3,2,3,6.152538546763514
0.73,Ideal,E,SI1,62.2,56.0,2791,5.74,5.78,3.58,3,5,6,3,6.152538546763514
0.71,Premium,E,SI1,59.2,59.0,2792,5.83,5.86,3.46,3,4,6,3,6.152748943520983
0.71,Premium,E,SI1,61.8,59.0,2792,5.7,5.75,3.54,3,4,6,3,6.152748943520983
0.71,Ideal,E,SI1,61.3,55.0,2792,5.72,5.77,3.52,3,5,6,3,6.152748943520983
0.7,Premium,F,VS1,62.1,60.0,2792,5.71,5.65,3.53,3,4,5,5,6.152748943520983
0.7,Premium,F,VS1,60.7,60.0,2792,5.78,5.75,3.5,3,4,5,5,6.152748943520983
0.76,Premium,H,VVS2,59.6,57.0,2792,5.91,5.86,3.51,3,4,3,6,6.152748943520983
0.7,Ideal,F,VS1,62.2,56.0,2792,5.73,5.68,3.55,3,5,5,5,6.152748943520983
0.79,Very Good,G,SI1,60.6,57.0,2793,5.98,6.06,3.65,3,3,4,3,6.152959259882375
0.7,Very Good,E,VS2,62.9,57.0,2793,5.66,5.69,3.57,3,3,6,4,6.152959259882375
0.7,Good,E,VS2,64.1,55.0,2793,5.6,5.66,3.61,3,2,6,4,6.152959259882375
0.76,Ideal,I,VS2,61.3,56.0,2793,5.87,5.91,3.61,3,5,2,4,6.152959259882375
0.73,Ideal,H,VS2,62.7,55.0,2793,5.72,5.76,3.6,3,5,3,4,6.152959259882375
0.79,Very Good,E,SI1,63.2,56.0,2794,5.91,5.86,3.72,3,3,6,3,6.15316949590718
0.71,Very Good,E,VS2,60.7,56.0,2795,5.81,5.82,3.53,3,3,6,4,6.1533796516548165
0.81,Premium,I,VVS2,61.9,60.0,2795,5.91,5.86,3.64,3,4,2,6,6.1533796516548165
0.81,Ideal,F,SI2,62.6,55.0,2795,5.92,5.96,3.72,3,5,5,2,6.1533796516548165
0.72,Good,F,VS1,60.7,60.0,2795,5.74,5.72,3.48,3,2,5,5,6.1533796516548165
0.72,Premium,D,SI2,62.0,60.0,2795,5.73,5.69,3.54,3,4,7,2,6.1533796516548165
0.72,Premium,I,IF,63.0,57.0,2795,5.72,5.7,3.6,3,4,2,8,6.1533796516548165
0.81,Premium,H,VS2,58.0,59.0,2795,6.17,6.13,3.57,3,4,3,4,6.1533796516548165
0.72,Premium,G,VS2,62.9,57.0,2795,5.73,5.65,3.58,3,4,4,4,6.1533796516548165
1.0,Premium,I,SI2,58.2,60.0,2795,6.61,6.55,3.83,3,4,2,2,6.1533796516548165
0.73,Good,E,SI1,63.2,58.0,2796,5.7,5.76,3.62,3,2,6,3,6.153589727184649
0.81,Very Good,H,SI2,61.3,59.0,2797,5.94,6.01,3.66,3,3,3,2,6.153799722555965
0.81,Very Good,E,SI1,60.3,60.0,2797,6.07,6.1,3.67,3,3,6,3,6.153799722555965
0.71,Premium,D,SI1,62.7,60.0,2797,5.67,5.71,3.57,3,4,7,3,6.153799722555965
0.71,Premium,D,SI1,61.3,58.0,2797,5.73,5.75,3.52,3,4,7,3,6.153799722555965
0.71,Premium,D,SI1,61.6,60.0,2797,5.74,5.69,3.52,3,4,7,3,6.153799722555965
0.57,Ideal,F,VVS2,61.9,55.0,2797,5.34,5.35,3.31,2,5,5,6,6.153799722555965
0.51,Ideal,D,VVS1,61.7,56.0,2797,5.12,5.16,3.17,2,5,7,7,6.153799722555965
0.72,Ideal,G,VS2,61.9,58.0,2797,5.72,5.75,3.55,3,5,4,4,6.153799722555965
0.74,Ideal,H,VS1,61.8,58.0,2797,5.77,5.81,3.58,3,5,3,5,6.153799722555965
0.74,Ideal,H,VS1,61.6,56.0,2797,5.81,5.82,3.58,3,5,3,5,6.153799722555965
0.7,Fair,G,VVS1,58.8,66.0,2797,5.81,5.9,3.44,3,1,4,7,6.153799722555965
0.8,Premium,F,SI2,61.0,57.0,2797,6.03,6.01,3.67,3,4,5,2,6.153799722555965
1.01,Fair,E,SI2,67.4,60.0,2797,6.19,6.05,4.13,3,1,6,2,6.153799722555965
0.8,Very Good,H,VS2,63.4,60.0,2797,5.92,5.82,3.72,3,3,3,4,6.153799722555965
0.77,Ideal,I,VS1,61.5,59.0,2798,5.87,5.91,3.62,3,5,2,5,6.154009637827997
0.83,Very Good,E,SI2,58.0,62.0,2799,6.19,6.25,3.61,3,3,6,2,6.15421947305991
0.82,Ideal,F,SI2,62.4,54.0,2799,5.97,6.02,3.74,3,5,5,2,6.15421947305991
0.78,Ideal,D,SI1,61.9,57.0,2799,5.91,5.86,3.64,3,5,7,3,6.15421947305991
0.6,Very Good,G,IF,61.6,56.0,2800,5.43,5.46,3.35,2,3,4,8,6.154429228310798
0.9,Good,I,SI2,62.2,59.0,2800,6.07,6.11,3.79,3,2,2,2,6.154429228310798
0.7,Premium,E,VS1,62.2,58.0,2800,5.6,5.66,3.5,3,4,6,5,6.154429228310798
0.9,Very Good,I,SI2,61.3,56.0,2800,6.17,6.23,3.8,3,3,2,2,6.154429228310798
0.83,Ideal,G,SI1,62.3,57.0,2800,5.99,6.08,3.76,3,5,4,3,6.154429228310798
0.83,Ideal,G,SI1,61.8,57.0,2800,6.03,6.07,3.74,3,5,4,3,6.154429228310798
0.83,Very Good,H,SI1,62.5,59.0,2800,5.95,6.02,3.74,3,3,3,3,6.154429228310798
0.74,Premium,G,VS1,62.9,60.0,2800,5.74,5.68,3.59,3,4,4,5,6.154429228310798
0.79,Ideal,I,VS1,61.8,59.0,2800,5.92,5.95,3.67,3,5,2,5,6.154429228310798
0.61,Ideal,G,IF,62.3,56.0,2800,5.43,5.45,3.39,2,5,4,8,6.154429228310798
0.76,Fair,G,VS1,59.0,70.0,2800,5.89,5.8,3.46,3,1,4,5,6.154429228310798
0.96,Ideal,F,I1,60.7,55.0,2801,6.37,6.41,3.88,3,5,5,1,6.1546389036396985
0.73,Ideal,F,VS2,62.5,55.0,2801,5.8,5.76,3.61,3,5,5,4,6.1546389036396985
0.73,Premium,F,VS2,62.7,58.0,2801,5.76,5.7,3.59,3,4,5,4,6.1546389036396985
0.75,Ideal,H,SI1,60.4,57.0,2801,5.93,5.96,3.59,3,5,3,3,6.1546389036396985
0.71,Premium,F,VS2,62.1,58.0,2801,5.7,5.67,3.53,3,4,5,4,6.1546389036396985
0.71,Good,F,VS2,57.8,60.0,2801,5.9,5.87,3.4,3,2,5,4,6.1546389036396985
0.71,Good,F,VS2,63.8,58.0,2801,5.64,5.61,3.59,3,2,5,4,6.1546389036396985
0.71,Premium,F,VS2,62.8,57.0,2801,5.69,5.64,3.56,3,4,5,4,6.1546389036396985
1.04,Premium,G,I1,62.2,58.0,2801,6.46,6.41,4.0,3,4,4,1,6.1546389036396985
1.0,Premium,J,SI2,62.3,58.0,2801,6.45,6.34,3.98,3,4,1,2,6.1546389036396985
0.87,Very Good,G,SI2,59.9,58.0,2802,6.19,6.23,3.72,3,3,4,2,6.154848499105578
0.53,Ideal,F,IF,61.9,54.0,2802,5.22,5.25,3.24,2,5,5,8,6.154848499105578
0.72,Premium,E,VS2,63.0,55.0,2802,5.79,5.61,3.59,3,4,6,4,6.154848499105578
0.72,Premium,F,VS1,62.4,58.0,2802,5.83,5.7,3.6,3,4,5,5,6.154848499105578
0.7,Very Good,F,VS2,62.9,58.0,2803,5.63,5.65,3.55,3,3,5,4,6.155058014767344
0.74,Very Good,E,SI1,63.5,56.0,2803,5.74,5.79,3.66,3,3,6,3,6.155058014767344
0.71,Ideal,G,VS2,61.3,56.0,2803,5.75,5.71,3.51,3,5,4,4,6.155058014767344
0.73,Ideal,E,SI1,60.6,54.0,2803,5.84,5.89,3.55,3,5,6,3,6.155058014767344
0.7,Good,G,VS1,65.1,58.0,2803,5.56,5.59,3.63,3,2,4,5,6.155058014767344
0.71,Premium,F,VS2,62.6,58.0,2803,5.7,5.67,3.56,3,4,5,4,6.155058014767344
0.71,Premium,F,VS2,58.0,62.0,2803,5.85,5.81,3.38,3,4,5,4,6.155058014767344
0.71,Premium,G,VS1,62.4,61.0,2803,5.7,5.65,3.54,3,4,4,5,6.155058014767344
0.77,Premium,G,VS2,61.3,57.0,2803,5.93,5.88,3.62,3,4,4,4,6.155058014767344
0.71,Premium,G,VS2,59.9,60.0,2803,5.81,5.77,3.47,3,4,4,4,6.155058014767344
0.78,Premium,G,VS2,60.8,58.0,2803,6.03,5.95,3.64,3,4,4,4,6.155058014767344
0.71,Very Good,G,VS1,63.5,55.0,2803,5.66,5.64,3.59,3,3,4,5,6.155058014767344
0.91,Ideal,D,SI2,62.2,57.0,2803,6.21,6.15,3.85,3,5,7,2,6.155058014767344
0.71,Very Good,E,VS2,63.8,58.0,2804,5.62,5.66,3.6,3,3,6,4,6.155267450683835
0.71,Very Good,E,VS2,64.0,57.0,2804,5.66,5.68,3.63,3,3,6,4,6.155267450683835
0.8,Very Good,E,SI2,62.5,56.0,2804,5.88,5.96,3.7,3,3,6,2,6.155267450683835
0.7,Very Good,D,SI1,62.3,58.0,2804,5.69,5.73,3.56,3,3,7,3,6.155267450683835
0.72,Ideal,F,VS1,61.7,57.0,2804,5.74,5.77,3.55,3,5,5,5,6.155267450683835
0.72,Very Good,F,VS1,62.2,58.0,2804,5.75,5.7,3.56,3,3,5,5,6.155267450683835
0.82,Ideal,H,VS2,61.5,56.0,2804,6.01,6.08,3.72,3,5,3,4,6.155267450683835
0.7,Ideal,D,SI1,61.0,59.0,2804,5.68,5.7,3.47,3,5,7,3,6.155267450683835
0.72,Ideal,D,SI1,62.2,56.0,2804,5.74,5.77,3.58,3,5,7,3,6.155267450683835
0.72,Ideal,D,SI1,61.5,54.0,2804,5.77,5.8,3.56,3,5,7,3,6.155267450683835
0.9,Fair,I,SI1,67.3,59.0,2804,5.93,5.84,3.96,3,1,2,3,6.155267450683835
0.74,Premium,F,VS2,61.7,58.0,2805,5.85,5.78,3.59,3,4,5,4,6.15547680691383
0.74,Premium,F,VS2,61.9,56.0,2805,5.8,5.77,3.58,3,4,5,4,6.15547680691383
0.73,Ideal,E,SI2,61.8,58.0,2805,5.77,5.81,3.58,3,5,6,2,6.15547680691383
0.57,Fair,E,VVS1,58.7,66.0,2805,5.34,5.43,3.16,2,1,6,7,6.15547680691383
0.73,Premium,F,VS2,62.5,57.0,2805,5.75,5.7,3.58,3,4,5,4,6.15547680691383
0.72,Ideal,G,VS2,62.8,56.0,2805,5.74,5.7,3.59,3,5,4,4,6.15547680691383
0.74,Fair,F,VS2,61.1,68.0,2805,5.82,5.75,3.53,3,1,5,4,6.15547680691383
0.82,Good,G,VS2,64.0,57.0,2805,5.92,5.89,3.78,3,2,4,4,6.15547680691383
0.81,Very Good,G,SI1,62.5,60.0,2806,5.89,5.94,3.69,3,3,4,3,6.155686083516037
0.75,Very Good,H,VVS1,60.6,58.0,2806,5.85,5.9,3.56,3,3,3,7,6.155686083516037
0.7,Ideal,F,SI1,61.6,55.0,2806,5.72,5.74,3.53,3,5,5,3,6.155686083516037
0.71,Very Good,F,VS1,62.2,58.0,2807,5.66,5.72,3.54,3,3,5,5,6.155895280549105
0.71,Very Good,F,VS1,60.0,57.0,2807,5.84,5.9,3.52,3,3,5,5,6.155895280549105
0.93,Premium,J,SI2,61.9,57.0,2807,6.21,6.19,3.84,3,4,1,2,6.155895280549105
0.8,Very Good,H,VS2,62.8,57.0,2808,5.87,5.91,3.7,3,3,3,4,6.156104398071618
0.7,Very Good,F,VS1,62.0,57.0,2808,5.64,5.71,3.52,3,3,5,5,6.156104398071618
1.0,Fair,G,I1,66.4,59.0,2808,6.16,6.09,4.07,3,1,4,1,6.156104398071618
0.75,Very Good,G,VS2,63.4,56.0,2808,5.78,5.74,3.65,3,3,4,4,6.156104398071618
0.58,Ideal,E,VVS2,60.9,56.0,2808,5.41,5.43,3.3,2,5,6,6,6.156104398071618
0.73,Very Good,D,SI1,63.1,57.0,2808,5.74,5.7,3.61,3,3,7,3,6.156104398071618
0.81,Very Good,F,SI1,63.1,59.0,2809,5.85,5.79,3.67,3,3,5,3,6.156313436142096
0.81,Premium,D,SI2,59.2,57.0,2809,6.15,6.05,3.61,3,4,7,2,6.156313436142096
0.71,Premium,F,SI1,60.7,54.0,2809,5.84,5.8,3.53,3,4,5,3,6.156313436142096
1.2,Fair,F,I1,64.6,56.0,2809,6.73,6.66,4.33,3,1,5,1,6.156313436142096
0.7,Very Good,F,VS1,61.8,56.0,2810,5.63,5.7,3.5,3,3,5,5,6.156522394818992
0.7,Very Good,F,VS1,59.9,60.0,2810,5.77,5.84,3.48,3,3,5,5,6.156522394818992
0.74,Ideal,D,SI2,61.7,55.0,2810,5.81,5.85,3.6,3,5,7,2,6.156522394818992
0.7,Good,F,VS1,62.8,61.0,2810,5.57,5.61,3.51,3,2,5,5,6.156522394818992
0.8,Good,G,SI1,62.7,57.0,2810,5.84,5.93,3.69,3,2,4,3,6.156522394818992
0.75,Very Good,F,SI1,63.4,58.0,2811,5.72,5.76,3.64,3,3,5,3,6.156731274160702
0.83,Very Good,D,SI1,63.5,54.0,2811,5.98,5.95,3.79,3,3,7,3,6.156731274160702
1.0,Fair,J,VS2,65.7,59.0,2811,6.14,6.07,4.01,3,1,1,4,6.156731274160702
0.99,Fair,I,SI2,68.1,56.0,2811,6.21,6.06,4.18,3,1,2,2,6.156731274160702
0.7,Very Good,G,VS1,63.0,60.0,2812,5.57,5.64,3.53,3,3,4,5,6.156940074225551
0.7,Very Good,F,VS2,59.5,58.0,2812,5.75,5.85,3.45,3,3,5,4,6.156940074225551
0.7,Good,E,SI1,63.5,59.0,2812,5.49,5.53,3.5,3,2,6,3,6.156940074225551
0.7,Very Good,F,VS2,61.7,58.0,2812,5.63,5.69,3.49,3,3,5,4,6.156940074225551
0.32,Premium,I,SI1,62.7,58.0,554,4.37,4.34,2.73,1,4,2,3,5.149417642881052
0.32,Premium,I,SI1,62.8,58.0,554,4.39,4.34,2.74,1,4,2,3,5.149417642881052
0.32,Ideal,I,SI1,62.4,57.0,554,4.37,4.35,2.72,1,5,2,3,5.149417642881052
0.32,Premium,I,SI1,61.0,59.0,554,4.39,4.36,2.67,1,4,2,3,5.149417642881052
0.32,Very Good,I,SI1,63.1,56.0,554,4.39,4.36,2.76,1,3,2,3,5.149417642881052
0.32,Ideal,I,SI1,60.7,57.0,554,4.47,4.42,2.7,1,5,2,3,5.149417642881052
0.3,Premium,H,SI1,60.9,59.0,554,4.31,4.29,2.62,1,4,3,3,5.149417642881052
0.3,Premium,H,SI1,60.1,55.0,554,4.41,4.38,2.64,1,4,3,3,5.149417642881052
0.3,Premium,H,SI1,62.9,58.0,554,4.28,4.24,2.68,1,4,3,3,5.149417642881052
0.3,Very Good,H,SI1,63.3,56.0,554,4.29,4.27,2.71,1,3,3,3,5.149417642881052
0.3,Good,H,SI1,63.8,55.0,554,4.26,4.2,2.7,1,2,3,3,5.149417642881052
0.3,Ideal,H,SI1,62.9,57.0,554,4.27,4.22,2.67,1,5,3,3,5.149417642881052
0.3,Very Good,H,SI1,63.4,60.0,554,4.25,4.23,2.69,1,3,3,3,5.149417642881052
0.32,Good,I,SI1,63.9,55.0,554,4.36,4.34,2.78,1,2,2,3,5.149417642881052
0.33,Ideal,H,SI2,61.4,56.0,554,4.85,4.79,2.95,1,5,3,2,5.149417642881052
0.29,Very Good,E,VS1,61.9,55.0,555,4.28,4.33,2.66,1,3,6,5,5.150598116654101
0.29,Very Good,E,VS1,62.4,55.0,555,4.2,4.25,2.63,1,3,6,5,5.150598116654101
0.31,Very Good,F,SI1,61.8,58.0,555,4.32,4.35,2.68,1,3,5,3,5.150598116654101
0.34,Ideal,H,VS2,61.5,56.0,555,4.47,4.5,2.76,1,5,3,4,5.150598116654101
0.34,Ideal,H,VS2,60.4,57.0,555,4.54,4.57,2.75,1,5,3,4,5.150598116654101
0.34,Ideal,I,VS1,61.8,55.0,555,4.48,4.52,2.78,1,5,2,5,5.150598116654101
0.34,Ideal,I,VS1,62.0,56.0,555,4.5,4.53,2.8,1,5,2,5,5.150598116654101
0.3,Ideal,G,VS1,62.3,56.0,555,4.29,4.31,2.68,1,5,4,5,5.150598116654101
0.29,Ideal,F,VS1,61.6,56.0,555,4.26,4.31,2.64,1,5,5,5,5.150598116654101
0.35,Ideal,G,SI1,60.6,56.0,555,4.56,4.58,2.77,1,5,4,3,5.150598116654101
0.43,Very Good,E,I1,58.4,62.0,555,4.94,5.0,2.9,1,3,6,1,5.150598116654101
0.32,Very Good,F,VS2,61.4,58.0,556,4.37,4.42,2.7,1,3,5,4,5.151776322962648
0.36,Ideal,I,VS2,61.9,56.0,556,4.54,4.57,2.82,1,5,2,4,5.151776322962648
0.3,Ideal,G,VS2,62.0,56.0,556,4.28,4.3,2.66,1,5,4,4,5.151776322962648
0.26,Ideal,E,VS1,61.5,57.0,556,4.09,4.12,2.52,1,5,6,5,5.151776322962648
0.7,Very Good,F,VS2,62.3,58.0,2812,5.64,5.72,3.54,3,3,5,4,6.156940074225551
0.7,Very Good,F,VS2,60.9,61.0,2812,5.66,5.71,3.46,3,3,5,4,6.156940074225551
0.71,Ideal,D,SI1,62.4,57.0,2812,5.69,5.72,3.56,3,5,7,3,6.156940074225551
0.99,Fair,J,SI1,55.0,61.0,2812,6.72,6.67,3.68,3,1,1,3,6.156940074225551
0.73,Premium,E,VS2,58.6,60.0,2812,5.92,5.89,3.46,3,4,6,4,6.156940074225551
0.51,Ideal,F,VVS1,62.0,57.0,2812,5.15,5.11,3.18,2,5,5,7,6.156940074225551
0.91,Premium,G,SI2,59.8,58.0,2813,6.3,6.29,3.77,3,4,4,2,6.157148795071803
0.84,Very Good,E,SI1,63.4,55.0,2813,6.0,5.95,3.79,3,3,6,3,6.157148795071803
0.91,Good,I,VS2,64.3,58.0,2813,6.09,6.05,3.9,3,2,2,4,6.157148795071803
0.76,Premium,E,SI1,62.2,59.0,2814,5.86,5.81,3.63,3,4,6,3,6.157357436757664
0.76,Ideal,E,SI1,61.7,57.0,2814,5.88,5.85,3.62,3,5,6,3,6.157357436757664
0.75,Premium,E,SI1,61.1,59.0,2814,5.86,5.83,3.57,3,4,6,3,6.157357436757664
0.55,Very Good,D,VVS1,61.5,56.0,2815,5.23,5.27,3.23,2,3,7,7,6.157565999341267
0.76,Very Good,F,SI2,58.5,62.0,2815,5.93,6.01,3.49,3,3,5,2,6.157565999341267
0.74,Premium,G,VS1,61.7,58.0,2815,5.79,5.81,3.58,3,4,4,5,6.157565999341267
0.7,Ideal,H,SI1,60.4,56.0,2815,5.75,5.81,3.49,3,5,3,3,6.157565999341267
0.7,Ideal,H,SI1,61.4,56.0,2815,5.7,5.76,3.52,3,5,3,3,6.157565999341267
0.7,Ideal,H,SI1,61.5,55.0,2815,5.73,5.79,3.54,3,5,3,3,6.157565999341267
0.7,Ideal,H,SI1,61.4,56.0,2815,5.72,5.77,3.53,3,5,3,3,6.157565999341267
0.9,Fair,J,VS2,65.0,56.0,2815,6.08,6.04,3.94,3,1,1,4,6.157565999341267
0.95,Fair,F,SI2,56.0,60.0,2815,6.62,6.53,3.68,3,1,5,2,6.157565999341267
0.89,Premium,H,SI2,60.2,59.0,2815,6.26,6.23,3.76,3,4,3,2,6.157565999341267
0.72,Premium,E,VS2,58.3,58.0,2815,5.99,5.92,3.47,3,4,6,4,6.157565999341267
0.96,Fair,E,SI2,53.1,63.0,2815,6.73,6.65,3.55,3,1,6,2,6.157565999341267
1.02,Premium,G,I1,60.3,58.0,2815,6.55,6.5,3.94,3,4,4,1,6.157565999341267
0.78,Very Good,I,VVS2,61.4,56.0,2816,5.91,5.95,3.64,3,3,2,6,6.157774482880686
0.61,Ideal,G,VVS2,60.1,57.0,2816,5.52,5.54,3.32,2,5,4,6,6.157774482880686
0.71,Good,D,VS1,63.4,55.0,2816,5.61,5.69,3.58,3,2,7,5,6.157774482880686
0.78,Premium,F,SI1,61.5,59.0,2816,5.96,5.88,3.64,3,4,5,3,6.157774482880686
0.87,Ideal,H,SI2,62.7,56.0,2816,6.16,6.13,3.85,3,5,3,2,6.157774482880686
0.83,Ideal,H,SI1,62.5,55.0,2816,6.04,6.0,3.76,3,5,3,3,6.157774482880686
0.71,Premium,E,SI1,61.3,56.0,2817,5.78,5.73,3.53,3,4,6,3,6.157982887433936
0.71,Ideal,I,VVS2,60.2,56.0,2817,5.84,5.89,3.53,3,5,2,6,6.157982887433936
0.71,Ideal,E,VS2,62.7,57.0,2817,5.66,5.64,3.54,3,5,6,4,6.157982887433936
0.71,Premium,E,VS2,62.3,58.0,2817,5.69,5.65,3.53,3,4,6,4,6.157982887433936
0.63,Ideal,F,VVS2,61.5,56.0,2817,5.48,5.52,3.38,2,5,5,6,6.157982887433936
0.71,Premium,E,SI1,59.2,59.0,2817,5.86,5.83,3.46,3,4,6,3,6.157982887433936
0.71,Premium,E,SI1,61.8,59.0,2817,5.75,5.7,3.54,3,4,6,3,6.157982887433936
0.71,Ideal,E,SI1,61.3,55.0,2817,5.77,5.72,3.52,3,5,6,3,6.157982887433936
0.71,Premium,E,SI1,61.4,58.0,2817,5.77,5.73,3.53,3,4,6,3,6.157982887433936
0.9,Ideal,J,VS2,62.8,55.0,2817,6.2,6.16,3.88,3,5,1,4,6.157982887433936
0.71,Good,E,SI1,62.8,64.0,2817,5.6,5.54,3.5,3,2,6,3,6.157982887433936
0.7,Premium,E,VS2,62.4,61.0,2818,5.66,5.63,3.52,3,4,6,4,6.158191213058961
0.7,Premium,E,VS2,59.3,60.0,2818,5.78,5.73,3.41,3,4,6,4,6.158191213058961
0.7,Premium,E,VS2,63.0,60.0,2818,5.64,5.6,3.54,3,4,6,4,6.158191213058961
1.0,Premium,H,I1,61.3,60.0,2818,6.43,6.39,3.93,3,4,3,1,6.158191213058961
0.86,Premium,F,SI2,59.3,62.0,2818,6.36,6.22,3.73,3,4,5,2,6.158191213058961
0.8,Ideal,H,SI1,61.0,57.0,2818,6.07,6.0,3.68,3,5,3,3,6.158191213058961
0.7,Ideal,E,VS1,62.9,57.0,2818,5.66,5.61,3.54,3,5,6,5,6.158191213058961
0.7,Premium,E,VS1,59.6,57.0,2818,5.91,5.83,3.5,3,4,6,5,6.158191213058961
0.7,Premium,F,VS2,61.8,60.0,2818,5.69,5.64,3.5,3,4,5,4,6.158191213058961
0.7,Premium,E,VS1,62.7,57.0,2818,5.68,5.64,3.55,3,4,6,5,6.158191213058961
1.0,Fair,H,SI2,65.3,62.0,2818,6.34,6.12,4.08,3,1,3,2,6.158191213058961
0.72,Very Good,G,VS1,63.8,58.0,2819,5.64,5.68,3.61,3,3,4,5,6.158399459813647
0.72,Ideal,H,VS1,62.3,56.0,2819,5.73,5.77,3.58,3,5,3,5,6.158399459813647
0.7,Good,F,VS1,59.7,63.0,2819,5.76,5.79,3.45,3,2,5,5,6.158399459813647
0.86,Good,F,SI2,64.3,60.0,2819,5.97,5.95,3.83,3,2,5,2,6.158399459813647
0.71,Ideal,G,VS1,62.9,58.0,2820,5.66,5.69,3.57,3,5,4,5,6.158607627755817
0.75,Ideal,E,SI1,62.0,57.0,2821,5.8,5.78,3.59,3,5,6,3,6.15881571694323
0.73,Premium,E,VS2,61.6,59.0,2821,5.77,5.73,3.54,3,4,6,4,6.15881571694323
0.53,Ideal,E,VVS1,61.9,55.0,2821,5.2,5.21,3.22,2,5,6,7,6.15881571694323
0.73,Premium,E,SI1,61.3,58.0,2821,5.83,5.76,3.55,3,4,6,3,6.15881571694323
0.73,Good,E,SI1,63.6,57.0,2821,5.72,5.7,3.63,3,2,6,3,6.15881571694323
0.73,Premium,E,SI1,59.6,61.0,2821,5.92,5.85,3.51,3,4,6,3,6.15881571694323
0.73,Premium,E,SI1,62.2,59.0,2821,5.77,5.68,3.56,3,4,6,3,6.15881571694323
0.73,Premium,D,SI1,61.7,55.0,2821,5.84,5.82,3.6,3,4,7,3,6.15881571694323
0.73,Very Good,E,SI1,63.2,58.0,2821,5.76,5.7,3.62,3,3,6,3,6.15881571694323
0.7,Premium,E,VS1,60.8,60.0,2822,5.74,5.71,3.48,3,4,6,5,6.159023727433581
0.72,Premium,E,VS2,60.3,59.0,2822,5.84,5.8,3.51,3,4,6,4,6.159023727433581
0.72,Premium,E,VS2,60.9,60.0,2822,5.8,5.76,3.52,3,4,6,4,6.159023727433581
0.72,Premium,E,VS2,62.4,59.0,2822,5.77,5.7,3.58,3,4,6,4,6.159023727433581
0.7,Premium,E,VS2,60.2,60.0,2822,5.73,5.7,3.44,3,4,6,4,6.159023727433581
0.6,Ideal,F,VVS2,62.0,55.0,2822,5.37,5.4,3.34,2,5,5,6,6.159023727433581
0.74,Ideal,I,VVS1,60.8,57.0,2822,5.85,5.89,3.57,3,5,2,7,6.159023727433581
0.73,Ideal,F,SI1,62.1,55.0,2822,5.75,5.78,3.58,3,5,5,3,6.159023727433581
0.71,Premium,D,SI1,62.7,60.0,2822,5.71,5.67,3.57,3,4,7,3,6.159023727433581
0.71,Premium,D,SI1,61.3,58.0,2822,5.75,5.73,3.52,3,4,7,3,6.159023727433581
0.7,Premium,D,SI1,60.2,60.0,2822,5.82,5.75,3.48,3,4,7,3,6.159023727433581
0.7,Ideal,D,SI1,60.7,56.0,2822,5.75,5.72,3.48,3,5,7,3,6.159023727433581
0.9,Good,J,VS2,64.0,61.0,2822,6.04,6.03,3.86,3,2,1,4,6.159023727433581
0.71,Ideal,D,SI1,60.2,56.0,2822,5.86,5.83,3.52,3,5,7,3,6.159023727433581
0.7,Premium,E,VS2,61.5,59.0,2822,5.73,5.68,3.51,3,4,6,4,6.159023727433581
0.7,Premium,E,VS2,62.6,56.0,2822,5.71,5.66,3.56,3,4,6,4,6.159023727433581
0.7,Ideal,D,SI1,59.7,58.0,2822,5.82,5.77,3.46,3,5,7,3,6.159023727433581
0.7,Good,E,SI1,61.4,64.0,2822,5.71,5.66,3.49,3,2,6,3,6.159023727433581
0.7,Ideal,D,SI1,62.5,57.0,2822,5.62,5.59,3.51,3,5,7,3,6.159023727433581
0.7,Ideal,D,SI1,61.8,56.0,2822,5.73,5.63,3.51,3,5,7,3,6.159023727433581
0.7,Premium,E,VS2,60.7,62.0,2822,5.72,5.68,3.46,3,4,6,4,6.159023727433581
0.7,Premium,F,VS2,60.6,58.0,2822,5.8,5.72,3.49,3,4,5,4,6.159023727433581
0.7,Ideal,D,SI1,61.4,54.0,2822,5.75,5.71,3.52,3,5,7,3,6.159023727433581
0.79,Very Good,D,SI2,62.8,59.0,2823,5.86,5.9,3.69,3,3,7,2,6.159231659284504
0.9,Good,I,SI1,63.8,57.0,2823,6.06,6.13,3.89,3,2,2,3,6.159231659284504
0.71,Premium,E,VS2,62.3,58.0,2823,5.71,5.66,3.54,3,4,6,4,6.159231659284504
0.61,Ideal,E,VVS2,61.3,54.0,2823,5.51,5.59,3.4,2,5,6,6,6.159231659284504
0.9,Fair,H,SI2,65.8,54.0,2823,6.05,5.98,3.96,3,1,3,2,6.159231659284504
0.71,Ideal,E,SI1,60.5,56.0,2823,5.77,5.73,3.47,3,5,6,3,6.159231659284504
0.71,Premium,D,VS2,61.2,59.0,2824,5.74,5.69,3.5,3,4,7,4,6.15943951255357
0.77,Ideal,I,VVS2,62.1,57.0,2824,5.84,5.86,3.63,3,5,2,6,6.15943951255357
0.74,Good,E,VS1,63.1,58.0,2824,5.73,5.75,3.62,3,2,6,5,6.15943951255357
0.82,Ideal,F,SI2,62.4,54.0,2824,6.02,5.97,3.74,3,5,5,2,6.15943951255357
